"subject"	"activityNum"	"activityName"	"featureDomain"	"featureSensor"	"featureMotion"	"featureJerk"	"featureMagnitude"	"featureMeasure"	"featureAxis"	"count"	"average"
"11296"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	60	-0.971218
"11297"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	60	-0.991094
"11298"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	60	-0.9696095
"11299"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	60	-0.975623
"11300"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	60	-0.9906175
"11301"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	60	-0.9616939
"11302"	29	4	"SITTING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	60	-0.965801
"11303"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	60	-0.995063
"11304"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	60	-0.994742
"11305"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	60	-0.9802694
"11306"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	60	-0.9710114
"11307"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	60	-0.9883936
"11308"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	60	-0.9903292
"11309"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	60	-0.9739336
"11310"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	60	-0.9907278
"11311"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	60	-0.9872598
"11312"	29	4	"SITTING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	60	-0.9729125
"11313"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	60	-0.9907198
"11314"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	60	-0.9905317
"11315"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	60	0.07454381
"11316"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	60	0.005985314
"11317"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	60	0.003167701
"11318"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	60	-0.9935256
"11319"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	60	-0.9840551
"11320"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	60	-0.9901687
"11321"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	60	-0.978017
"11322"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	60	-0.9692903
"11323"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	60	0.27718
"11324"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	60	-0.01663068
"11325"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	60	-0.1104118
"11326"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	60	-0.990745
"11327"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	60	-0.9632225
"11328"	29	4	"SITTING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	60	-0.9680639
"11329"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	60	-0.978017
"11330"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	60	-0.9692903
"11331"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	60	0.8915638
"11332"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	60	0.1556595
"11333"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	60	0.2862561
"11334"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	60	-0.9846792
"11335"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	60	-0.9736043
"11336"	29	4	"SITTING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	60	-0.966032
"11337"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	60	-0.9953923
"11338"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	60	-0.9949053
"11339"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	60	-0.0953637
"11340"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	60	-0.04000184
"11341"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	60	-0.0470009
"11342"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	60	-0.993322
"11343"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	60	-0.9953192
"11344"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	60	-0.9928338
"11345"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	60	-0.9623773
"11346"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	60	-0.971578
"11347"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	60	-0.03792711
"11348"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	60	-0.07557977
"11349"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	60	0.0580496
"11350"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	60	-0.9901787
"11351"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	60	-0.988334
"11352"	29	4	"SITTING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	60	-0.971228
"11353"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.9897939
"11354"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.9903279
"11355"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	65	-0.9937369
"11356"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	65	-0.983195
"11357"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	65	-0.9885416
"11358"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	65	-0.9941234
"11359"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	65	-0.9847828
"11360"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	65	-0.9913164
"11361"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.9845481
"11362"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.9822477
"11363"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	65	-0.995024
"11364"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	65	-0.9733458
"11365"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	65	-0.984096
"11366"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	65	-0.9966046
"11367"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	65	-0.9682786
"11368"	29	5	"STANDING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	65	-0.978803
"11369"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.9916721
"11370"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.9915168
"11371"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.9808797
"11372"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.9759387
"11373"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	65	-0.9744854
"11374"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	65	-0.9915867
"11375"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	65	-0.9836547
"11376"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	65	-0.9791626
"11377"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	65	-0.9896437
"11378"	29	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	65	-0.9847142
"11379"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.9907854
"11380"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.9904957
"11381"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	65	0.07530525
"11382"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	65	0.0115105
"11383"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	65	0.000332895
"11384"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	65	-0.9936528
"11385"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	65	-0.9833382
"11386"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	65	-0.9905939
"11387"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.9847453
"11388"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.9817457
"11389"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	65	0.2779651
"11390"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	65	-0.01726059
"11391"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	65	-0.1086591
"11392"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	65	-0.9960686
"11393"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	65	-0.9692957
"11394"	29	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	65	-0.9802075
"11395"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.9847453
"11396"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.9817457
"11397"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	65	0.9745087
"11398"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	65	-0.05848715
"11399"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	65	0.03161458
"11400"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	65	-0.9967642
"11401"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	65	-0.985134
"11402"	29	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	65	-0.9844645
"11403"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.9921447
"11404"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.9914536
"11405"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	65	-0.09887015
"11406"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	65	-0.04051106
"11407"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	65	-0.05449263
"11408"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	65	-0.9832931
"11409"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	65	-0.9955331
"11410"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	65	-0.9906857
"11411"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.9806573
"11412"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.9753587
"11413"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	65	-0.02760756
"11414"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	65	-0.07210607
"11415"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	65	0.08275838
"11416"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	65	-0.9779948
"11417"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	65	-0.9903649
"11418"	29	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	65	-0.9833686
"11419"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	69	-0.9939983
"11420"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	69	-0.9943667
"11421"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	69	-0.992154
"11422"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	69	-0.9893988
"11423"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	69	-0.9920184
"11424"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	69	-0.9925435
"11425"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	69	-0.9904681
"11426"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	69	-0.9931078
"11427"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	69	-0.9868006
"11428"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	69	-0.9815998
"11429"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	69	-0.986627
"11430"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	69	-0.9890343
"11431"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	69	-0.9894739
"11432"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	69	-0.9834323
"11433"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	69	-0.9906804
"11434"	29	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	69	-0.9863788
"11435"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	69	-0.9976174
"11436"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	69	-0.9975852
"11437"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	69	-0.9840013
"11438"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	69	-0.976679
"11439"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	69	-0.9931226
"11440"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	69	-0.9936963
"11441"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	69	-0.9761843
"11442"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	69	-0.9946522
"11443"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	69	-0.9922408
"11444"	29	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	69	-0.976859
"11445"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	69	-0.9927254
"11446"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	69	-0.9946469
"11447"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	69	0.07188612
"11448"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	69	0.01169121
"11449"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	69	0.002415428
"11450"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	69	-0.992006
"11451"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	69	-0.9895136
"11452"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	69	-0.9932883
"11453"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	69	-0.9864932
"11454"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	69	-0.9815721
"11455"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	69	0.2872952
"11456"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	69	-0.01719655
"11457"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	69	-0.1094621
"11458"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	69	-0.9842196
"11459"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	69	-0.9902409
"11460"	29	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	69	-0.9872551
"11461"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	69	-0.9864932
"11462"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	69	-0.9815721
"11463"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	69	-0.3467898
"11464"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	69	0.8075354
"11465"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	69	0.5904522
"11466"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	69	-0.9729399
"11467"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	69	-0.9942476
"11468"	29	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	69	-0.9857782
"11469"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	69	-0.9973225
"11470"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	69	-0.9976661
"11471"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	69	-0.09953399
"11472"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	69	-0.03867683
"11473"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	69	-0.06744697
"11474"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	69	-0.9965425
"11475"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	69	-0.9970816
"11476"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	69	-0.9953808
"11477"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	69	-0.9719236
"11478"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	69	-0.9770401
"11479"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	69	-0.0258281
"11480"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	69	-0.07618144
"11481"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	69	0.127412
"11482"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	69	-0.9942766
"11483"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	69	-0.992751
"11484"	29	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	69	-0.9749946
"11485"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.3471801
"11486"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.3665374
"11487"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	65	-0.3895956
"11488"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	65	-0.2995253
"11489"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	65	-0.4670307
"11490"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	65	-0.4151354
"11491"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	65	-0.2894661
"11492"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	65	-0.5754103
"11493"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.3423638
"11494"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	65	-0.4698528
"11495"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	65	-0.3514029
"11496"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	65	-0.1938567
"11497"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	65	-0.3095589
"11498"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	65	-0.3449281
"11499"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	65	-0.2156343
"11500"	30	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	65	-0.09314476
"11501"	30	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	65	-0.5476218
"11502"	30	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	65	-0.57858
"11503"	30	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	65	-0.3583444
